,date,ethnicity,CVD,population,"European Standard population rate per 100,000"
490,2020-11-16,1.0,5315.0,17911632.0,27.23
491,2020-11-16,2.0,31.0,404888.0,20.294999999999998
492,2020-11-16,3.0,306.0,1722345.0,34.39
493,2020-11-16,4.0,73.0,585705.0,18.160000000000004
494,2020-11-16,5.0,52.0,562533.0,23.085
495,2020-11-23,1.0,5387.0,17925943.0,27.67
496,2020-11-23,2.0,36.0,405670.0,23.71
497,2020-11-23,3.0,274.0,1725045.0,29.340000000000003
498,2020-11-23,4.0,105.0,586734.0,32.695
499,2020-11-23,5.0,68.0,563773.0,25.910000000000004
500,2020-11-30,1.0,5735.0,17939803.0,29.204999999999995
501,2020-11-30,2.0,49.0,406419.0,40.89
502,2020-11-30,3.0,312.0,1727619.0,35.165
503,2020-11-30,4.0,88.0,587786.0,25.69
504,2020-11-30,5.0,66.0,564974.0,27.59
505,2020-12-07,1.0,5827.0,17953307.0,29.655
506,2020-12-07,2.0,36.0,407148.0,30.19
507,2020-12-07,3.0,317.0,1730246.0,36.00000000000001
508,2020-12-07,4.0,96.0,588834.0,27.91
509,2020-12-07,5.0,85.0,566094.0,29.894999999999996
510,2020-12-14,1.0,5555.0,17967071.0,28.17
511,2020-12-14,2.0,37.0,407867.0,29.92
512,2020-12-14,3.0,312.0,1732850.0,33.56
513,2020-12-14,4.0,81.0,589867.0,23.935000000000002
514,2020-12-14,5.0,70.0,567275.0,27.015000000000004
515,2020-12-21,1.0,4310.0,17980653.0,21.745
516,2020-12-21,2.0,27.0,408535.0,16.72
517,2020-12-21,3.0,242.0,1735577.0,25.85
518,2020-12-21,4.0,72.0,590813.0,20.560000000000002
519,2020-12-21,5.0,48.0,568394.0,19.595
520,2020-12-28,1.0,4084.0,17988915.0,20.585
521,2020-12-28,2.0,21.0,408968.0,16.85
522,2020-12-28,3.0,206.0,1737487.0,22.630000000000003
523,2020-12-28,4.0,55.0,591489.0,14.185
524,2020-12-28,5.0,46.0,569202.0,18.380000000000003
