,date,region,population,disease,"European Standard population rate per 100,000"
863,2020-10-26,Yorkshire and The Humber,3412987.0,3608.0,111.68450226281801
864,2020-11-02,East,5638509.0,6331.0,115.49858505389041
865,2020-11-02,East Midlands,4191394.0,4781.0,116.31854659503453
866,2020-11-02,London,1702909.0,1250.0,107.68698781888298
867,2020-11-02,North East,1100456.0,1210.0,113.88231563932769
868,2020-11-02,North West,2067245.0,2380.0,111.69104434299891
869,2020-11-02,South East,1582701.0,1780.0,107.69163134149642
870,2020-11-02,South West,3304603.0,4196.0,115.21913585146932
871,2020-11-02,West Midlands,988342.0,732.0,84.10731739861332
872,2020-11-02,Yorkshire and The Humber,3413469.0,3684.0,113.77797359001974
873,2020-11-09,East,5639852.0,6290.0,114.85681502266758
874,2020-11-09,East Midlands,4192199.0,4896.0,119.26460868531852
875,2020-11-09,London,1703694.0,1310.0,114.08886130141484
876,2020-11-09,North East,1100546.0,1262.0,119.24045411001636
877,2020-11-09,North West,2067347.0,2387.0,112.25470090676662
878,2020-11-09,South East,1582609.0,1724.0,104.66386796819819
879,2020-11-09,South West,3305219.0,4327.0,118.80033141263296
880,2020-11-09,West Midlands,988522.0,693.0,79.85760393009697
881,2020-11-09,Yorkshire and The Humber,3413914.0,3558.0,109.77701387361927
882,2020-11-16,East,5640996.0,6274.0,114.3011824022113
883,2020-11-16,East Midlands,4192819.0,4750.0,115.6408993897887
884,2020-11-16,London,1704547.0,1235.0,108.92593504040748
885,2020-11-16,North East,1100532.0,1187.0,111.53917210155821
886,2020-11-16,North West,2067467.0,2465.0,115.62169495661232
887,2020-11-16,South East,1582975.0,1713.0,104.03242593380844
888,2020-11-16,South West,3305983.0,4183.0,115.07851323693649
889,2020-11-16,West Midlands,988594.0,747.0,86.23328717927548
890,2020-11-16,Yorkshire and The Humber,3413987.0,3531.0,109.10605607989382
891,2020-11-23,East,5642277.0,6214.0,113.47770548936775
892,2020-11-23,East Midlands,4193289.0,4737.0,115.38904163711898
893,2020-11-23,London,1705246.0,1273.0,110.90499951357366
894,2020-11-23,North East,1100535.0,1196.0,112.44851933200187
895,2020-11-23,North West,2067286.0,2449.0,114.80016243596538
896,2020-11-23,South East,1583039.0,1792.0,108.53264028862824
897,2020-11-23,South West,3306740.0,4276.0,117.53454542154537
898,2020-11-23,West Midlands,988509.0,688.0,79.22948108738899
899,2020-11-23,Yorkshire and The Humber,3414161.0,3621.0,111.90071698938753
900,2020-11-30,East,5643533.0,6249.0,113.95893468431078
901,2020-11-30,East Midlands,4193511.0,4917.0,119.95002257320814
902,2020-11-30,London,1705500.0,1362.0,119.63073654502347
903,2020-11-30,North East,1100535.0,1294.0,122.00677374810137
904,2020-11-30,North West,2067296.0,2443.0,115.09177835976685
905,2020-11-30,South East,1583349.0,1836.0,111.01103956319197
906,2020-11-30,South West,3307391.0,4391.0,120.66369136911685
907,2020-11-30,West Midlands,988343.0,845.0,97.61537637561565
908,2020-11-30,Yorkshire and The Humber,3414221.0,3797.0,117.79736306369854
909,2020-12-07,East,5643749.0,6303.0,114.83653693979323
910,2020-12-07,East Midlands,4194102.0,4885.0,118.94888041604754
911,2020-12-07,London,1706034.0,1289.0,113.59525191607437
912,2020-12-07,North East,1100583.0,1293.0,121.87266376005358
913,2020-12-07,North West,2067561.0,2623.0,123.13501383682593
914,2020-12-07,South East,1583642.0,1852.0,112.19522754845696
915,2020-12-07,South West,3307876.0,4421.0,121.08285657070897
916,2020-12-07,West Midlands,988370.0,820.0,95.6003436260592
917,2020-12-07,Yorkshire and The Humber,3414516.0,3814.0,117.98500599754462
918,2020-12-14,East,5644527.0,6106.0,111.31702334512025
919,2020-12-14,East Midlands,4194741.0,4871.0,118.58274317999711
920,2020-12-14,London,1706984.0,1336.0,117.53914180319192
921,2020-12-14,North East,1100467.0,1281.0,120.4629810928042
922,2020-12-14,North West,2067623.0,2561.0,120.19163655284486
923,2020-12-14,South East,1584037.0,1804.0,109.58080338913928
924,2020-12-14,South West,3308190.0,4208.0,115.6350614201831
925,2020-12-14,West Midlands,988254.0,801.0,92.8606211834457
926,2020-12-14,Yorkshire and The Humber,3414690.0,3739.0,115.88140205908725
927,2020-12-21,East,5645112.0,4543.0,82.99624423223862
928,2020-12-21,East Midlands,4195259.0,3864.0,94.14814778896547
929,2020-12-21,London,1708000.0,910.0,80.3613325399281
930,2020-12-21,North East,1100444.0,981.0,92.68178218400125
931,2020-12-21,North West,2067835.0,1929.0,90.9038806831464
932,2020-12-21,South East,1584116.0,1322.0,79.69752739560984
933,2020-12-21,South West,3309072.0,3080.0,84.26379615872027
934,2020-12-21,West Midlands,988263.0,563.0,64.75952856674849
935,2020-12-21,Yorkshire and The Humber,3414986.0,2973.0,92.09827734699134
936,2020-12-28,East,5645398.0,4024.0,73.49049198797462
937,2020-12-28,East Midlands,4195372.0,3406.0,83.14699810370578
938,2020-12-28,London,1708452.0,712.0,63.431830972195236
939,2020-12-28,North East,1100330.0,909.0,85.85666046838138
940,2020-12-28,North West,2067730.0,1809.0,85.17424049204219
941,2020-12-28,South East,1584136.0,1111.0,67.42786629442462
942,2020-12-28,South West,3309353.0,3088.0,84.75020416199882
943,2020-12-28,West Midlands,988327.0,538.0,62.55188816268806
944,2020-12-28,Yorkshire and The Humber,3414976.0,2848.0,88.36168650314451
