,date,region,CVD,population,"European Standard population rate per 100,000"
475,2019-12-30,West Midlands,258.0,989918.0,30.345
476,2019-12-30,Yorkshire and The Humber,820.0,3434847.0,25.450000000000003
477,2020-01-06,East,1828.0,5607457.0,33.585
478,2020-01-06,East Midlands,1297.0,4180751.0,31.755000000000003
479,2020-01-06,London,391.0,1681877.0,36.519999999999996
480,2020-01-06,North East,370.0,1106772.0,34.935
481,2020-01-06,North West,680.0,2059689.0,32.245000000000005
482,2020-01-06,South East,496.0,1591840.0,29.52
483,2020-01-06,South West,1230.0,3285695.0,33.765
484,2020-01-06,West Midlands,321.0,990003.0,37.89
485,2020-01-06,Yorkshire and The Humber,1067.0,3435007.0,33.255
486,2020-01-13,East,1784.0,5608970.0,32.86
487,2020-01-13,East Midlands,1292.0,4181467.0,31.93
488,2020-01-13,London,364.0,1683434.0,34.475
489,2020-01-13,North East,387.0,1106939.0,36.449999999999996
490,2020-01-13,North West,621.0,2059929.0,29.520000000000003
491,2020-01-13,South East,450.0,1591930.0,26.67
492,2020-01-13,South West,1180.0,3286730.0,32.105000000000004
493,2020-01-13,West Midlands,345.0,990236.0,40.760000000000005
494,2020-01-13,Yorkshire and The Humber,1056.0,3435483.0,32.739999999999995
495,2020-01-20,East,1769.0,5611172.0,32.725
496,2020-01-20,East Midlands,1308.0,4182366.0,32.175000000000004
497,2020-01-20,London,324.0,1684607.0,31.085000000000004
498,2020-01-20,North East,387.0,1107104.0,36.725
499,2020-01-20,North West,652.0,2060167.0,31.025000000000002
500,2020-01-20,South East,448.0,1592098.0,26.68
501,2020-01-20,South West,1138.0,3287482.0,31.15000000000001
502,2020-01-20,West Midlands,311.0,990413.0,36.63
503,2020-01-20,Yorkshire and The Humber,1065.0,3436004.0,32.94
504,2020-01-27,East,1827.0,5613106.0,33.589999999999996
505,2020-01-27,East Midlands,1347.0,4183685.0,33.115
506,2020-01-27,London,371.0,1686191.0,36.465
507,2020-01-27,North East,346.0,1107352.0,32.739999999999995
508,2020-01-27,North West,671.0,2060386.0,32.04
509,2020-01-27,South East,510.0,1592552.0,30.475
510,2020-01-27,South West,1196.0,3288601.0,32.415
511,2020-01-27,West Midlands,304.0,990579.0,35.915000000000006
512,2020-01-27,Yorkshire and The Humber,1017.0,3436477.0,31.605
513,2020-02-03,East,1801.0,5614885.0,33.050000000000004
514,2020-02-03,East Midlands,1330.0,4184979.0,32.7
515,2020-02-03,London,367.0,1688117.0,34.845
516,2020-02-03,North East,393.0,1107530.0,37.125
517,2020-02-03,North West,662.0,2060622.0,31.275
518,2020-02-03,South East,495.0,1592882.0,29.535
519,2020-02-03,South West,1135.0,3289061.0,30.815000000000005
520,2020-02-03,West Midlands,314.0,990724.0,37.17
521,2020-02-03,Yorkshire and The Humber,1047.0,3437171.0,32.435
522,2020-02-10,East,1794.0,5616415.0,33.03
523,2020-02-10,East Midlands,1392.0,4185663.0,34.435
524,2020-02-10,London,386.0,1689057.0,37.475
525,2020-02-10,North East,393.0,1107560.0,36.80500000000001
526,2020-02-10,North West,685.0,2060867.0,32.52
527,2020-02-10,South East,441.0,1593204.0,26.24
528,2020-02-10,South West,1182.0,3289807.0,31.970000000000002
529,2020-02-10,West Midlands,343.0,991128.0,40.324999999999996
530,2020-02-10,Yorkshire and The Humber,1052.0,3437518.0,32.615
531,2020-02-17,East,1744.0,5617966.0,32.145
532,2020-02-17,East Midlands,1275.0,4186265.0,31.585
533,2020-02-17,London,327.0,1690114.0,32.160000000000004
534,2020-02-17,North East,341.0,1107647.0,32.305
535,2020-02-17,North West,667.0,2061090.0,31.67
536,2020-02-17,South East,426.0,1593505.0,25.309999999999995
537,2020-02-17,South West,1101.0,3290523.0,29.720000000000006
538,2020-02-17,West Midlands,303.0,991405.0,35.37500000000001
539,2020-02-17,Yorkshire and The Humber,1007.0,3437961.0,31.055
540,2020-02-24,East,1787.0,5619571.0,32.935
541,2020-02-24,East Midlands,1335.0,4186514.0,32.97
542,2020-02-24,London,347.0,1691284.0,33.895
543,2020-02-24,North East,373.0,1107769.0,35.33
544,2020-02-24,North West,711.0,2061241.0,33.73500000000001
545,2020-02-24,South East,471.0,1593594.0,27.815
546,2020-02-24,South West,1257.0,3291290.0,34.21
547,2020-02-24,West Midlands,307.0,991463.0,35.915
548,2020-02-24,Yorkshire and The Humber,1065.0,3438189.0,33.06
549,2020-03-02,East,1794.0,5623093.0,32.910000000000004
550,2020-03-02,East Midlands,1357.0,4186732.0,33.34
551,2020-03-02,London,360.0,1692192.0,34.18000000000001
552,2020-03-02,North East,401.0,1107786.0,37.64
553,2020-03-02,North West,646.0,2061472.0,30.68
554,2020-03-02,South East,478.0,1593926.0,28.564999999999998
555,2020-03-02,South West,1218.0,3291842.0,32.96
556,2020-03-02,West Midlands,306.0,991437.0,36.035000000000004
557,2020-03-02,Yorkshire and The Humber,1072.0,3438486.0,33.13999999999999
558,2020-03-09,East,1675.0,5626736.0,30.675
559,2020-03-09,East Midlands,1220.0,4187057.0,30.125
560,2020-03-09,London,279.0,1693411.0,26.165
561,2020-03-09,North East,349.0,1107994.0,32.975
562,2020-03-09,North West,645.0,2061679.0,30.4
563,2020-03-09,South East,411.0,1594153.0,24.435000000000002
564,2020-03-09,South West,1026.0,3292387.0,27.735000000000003
565,2020-03-09,West Midlands,251.0,991572.0,29.560000000000002
566,2020-03-09,Yorkshire and The Humber,911.0,3439168.0,28.080000000000002
567,2020-03-16,East,1135.0,5628305.0,20.755000000000003
568,2020-03-16,East Midlands,886.0,4187191.0,21.69
569,2020-03-16,London,150.0,1694214.0,14.75
570,2020-03-16,North East,241.0,1107994.0,22.76
571,2020-03-16,North West,498.0,2061668.0,23.635
572,2020-03-16,South East,320.0,1594470.0,19.1
573,2020-03-16,South West,799.0,3292851.0,21.54
574,2020-03-16,West Midlands,176.0,991466.0,20.765000000000004
575,2020-03-16,Yorkshire and The Humber,801.0,3439465.0,24.855000000000004
576,2020-03-23,East,804.0,5629989.0,14.669999999999998
577,2020-03-23,East Midlands,648.0,4187559.0,15.84
578,2020-03-23,London,102.0,1694606.0,9.879999999999999
579,2020-03-23,North East,164.0,1107870.0,15.479999999999999
580,2020-03-23,North West,353.0,2061632.0,16.81
581,2020-03-23,South East,244.0,1594417.0,14.604999999999999
582,2020-03-23,South West,585.0,3293470.0,15.745
583,2020-03-23,West Midlands,127.0,991360.0,14.97
584,2020-03-23,Yorkshire and The Humber,503.0,3439622.0,15.690000000000001
585,2020-03-30,East,723.0,5630805.0,13.340000000000002
586,2020-03-30,East Midlands,590.0,4187643.0,14.445
587,2020-03-30,London,122.0,1694461.0,11.445000000000002
588,2020-03-30,North East,165.0,1107830.0,15.535000000000004
589,2020-03-30,North West,325.0,2061674.0,15.440000000000001
590,2020-03-30,South East,222.0,1594632.0,13.100000000000001
591,2020-03-30,South West,534.0,3293856.0,14.580000000000002
592,2020-03-30,West Midlands,120.0,991097.0,14.255
593,2020-03-30,Yorkshire and The Humber,458.0,3439677.0,14.3
594,2020-04-06,East,659.0,5633091.0,12.145000000000003
595,2020-04-06,East Midlands,575.0,4187239.0,14.005
596,2020-04-06,London,112.0,1694174.0,10.41
597,2020-04-06,North East,168.0,1107808.0,16.060000000000002
598,2020-04-06,North West,280.0,2061468.0,13.260000000000002
599,2020-04-06,South East,222.0,1594561.0,13.12
600,2020-04-06,South West,499.0,3293827.0,13.435000000000002
601,2020-04-06,West Midlands,124.0,991343.0,14.765000000000002
602,2020-04-06,Yorkshire and The Humber,401.0,3439532.0,12.454999999999998
603,2020-04-13,East,654.0,5632033.0,11.845
604,2020-04-13,East Midlands,664.0,4186597.0,16.39
605,2020-04-13,London,122.0,1694078.0,11.864999999999998
606,2020-04-13,North East,190.0,1107527.0,17.855
607,2020-04-13,North West,324.0,2060993.0,15.395000000000001
608,2020-04-13,South East,237.0,1594276.0,13.795
609,2020-04-13,South West,583.0,3293533.0,15.729999999999999
610,2020-04-13,West Midlands,127.0,990971.0,14.830000000000002
611,2020-04-13,Yorkshire and The Humber,416.0,3439082.0,12.935
612,2020-04-20,East,828.0,5630735.0,15.2
613,2020-04-20,East Midlands,743.0,4185542.0,18.225
614,2020-04-20,London,140.0,1693837.0,13.910000000000002
615,2020-04-20,North East,211.0,1107341.0,19.785
616,2020-04-20,North West,380.0,2060484.0,18.025000000000002
617,2020-04-20,South East,277.0,1594037.0,16.510000000000005
618,2020-04-20,South West,670.0,3293153.0,18.085
619,2020-04-20,West Midlands,162.0,990423.0,18.87
620,2020-04-20,Yorkshire and The Humber,550.0,3438573.0,17.215
621,2020-04-27,East,954.0,5630976.0,17.665
622,2020-04-27,East Midlands,879.0,4184813.0,21.62
623,2020-04-27,London,154.0,1693710.0,14.955000000000002
624,2020-04-27,North East,242.0,1107053.0,23.145000000000003
625,2020-04-27,North West,401.0,2060013.0,18.97
626,2020-04-27,South East,326.0,1593733.0,19.275000000000002
627,2020-04-27,South West,723.0,3292613.0,19.65
628,2020-04-27,West Midlands,175.0,990085.0,20.64
629,2020-04-27,Yorkshire and The Humber,607.0,3437921.0,18.895000000000003
630,2020-05-04,East,977.0,5630857.0,17.860000000000003
631,2020-05-04,East Midlands,846.0,4184380.0,20.750000000000004
632,2020-05-04,London,191.0,1693596.0,19.29
633,2020-05-04,North East,215.0,1106912.0,20.37
634,2020-05-04,North West,368.0,2059731.0,17.465
635,2020-05-04,South East,338.0,1593505.0,20.085000000000004
636,2020-05-04,South West,765.0,3292476.0,20.560000000000002
637,2020-05-04,West Midlands,178.0,989923.0,20.91
638,2020-05-04,Yorkshire and The Humber,643.0,3437407.0,20.014999999999997
639,2020-05-11,East,1056.0,5630557.0,19.350000000000005
640,2020-05-11,East Midlands,880.0,4184033.0,21.509999999999998
641,2020-05-11,London,199.0,1693610.0,19.87
642,2020-05-11,North East,262.0,1106699.0,24.755000000000003
643,2020-05-11,North West,423.0,2059585.0,20.235
644,2020-05-11,South East,364.0,1593289.0,21.645000000000003
645,2020-05-11,South West,817.0,3292283.0,22.189999999999998
646,2020-05-11,West Midlands,175.0,989766.0,20.575000000000003
647,2020-05-11,Yorkshire and The Humber,666.0,3437092.0,20.680000000000003
648,2020-05-18,East,1087.0,5631074.0,19.895000000000003
649,2020-05-18,East Midlands,924.0,4183933.0,22.755
650,2020-05-18,London,224.0,1693802.0,22.355
651,2020-05-18,North East,270.0,1106641.0,25.325000000000003
652,2020-05-18,North West,459.0,2059453.0,21.875
653,2020-05-18,South East,374.0,1593052.0,22.245
654,2020-05-18,South West,849.0,3292321.0,22.855
655,2020-05-18,West Midlands,206.0,989721.0,24.020000000000003
656,2020-05-18,Yorkshire and The Humber,727.0,3437175.0,22.645
657,2020-05-25,East,993.0,5631164.0,18.32
658,2020-05-25,East Midlands,848.0,4183520.0,20.945
659,2020-05-25,London,219.0,1693847.0,21.400000000000002
660,2020-05-25,North East,237.0,1106521.0,22.61
661,2020-05-25,North West,425.0,2059371.0,20.28
662,2020-05-25,South East,355.0,1592905.0,21.31
663,2020-05-25,South West,828.0,3292284.0,22.335
664,2020-05-25,West Midlands,189.0,989575.0,22.11
665,2020-05-25,Yorkshire and The Humber,649.0,3436888.0,20.145
666,2020-06-01,East,1193.0,5631829.0,21.71
667,2020-06-01,East Midlands,956.0,4183503.0,23.57
668,2020-06-01,London,213.0,1694276.0,20.935000000000002
669,2020-06-01,North East,244.0,1106475.0,22.895000000000003
670,2020-06-01,North West,444.0,2059418.0,20.924999999999997
671,2020-06-01,South East,358.0,1592943.0,21.25
672,2020-06-01,South West,921.0,3292559.0,24.855
673,2020-06-01,West Midlands,193.0,989531.0,22.705000000000002
674,2020-06-01,Yorkshire and The Humber,770.0,3436855.0,23.974999999999998
675,2020-06-08,East,1211.0,5632472.0,22.19
676,2020-06-08,East Midlands,1090.0,4183123.0,26.805
677,2020-06-08,London,252.0,1694340.0,24.475
678,2020-06-08,North East,225.0,1106473.0,21.265
679,2020-06-08,North West,515.0,2059540.0,24.41
680,2020-06-08,South East,400.0,1592912.0,23.875
681,2020-06-08,South West,981.0,3292800.0,26.505
682,2020-06-08,West Midlands,238.0,989515.0,28.095
683,2020-06-08,Yorkshire and The Humber,765.0,3436805.0,23.77
684,2020-06-15,East,1235.0,5633222.0,22.57
685,2020-06-15,East Midlands,1042.0,4182904.0,25.615000000000006
686,2020-06-15,London,238.0,1694662.0,23.245
687,2020-06-15,North East,301.0,1106338.0,28.509999999999998
688,2020-06-15,North West,538.0,2059686.0,25.64
689,2020-06-15,South East,413.0,1592742.0,24.359999999999996
690,2020-06-15,South West,1011.0,3293013.0,27.23
691,2020-06-15,West Midlands,244.0,989503.0,28.66
692,2020-06-15,Yorkshire and The Humber,772.0,3437033.0,24.060000000000002
693,2020-06-22,East,1322.0,5634056.0,24.195
694,2020-06-22,East Midlands,1142.0,4182378.0,28.155
695,2020-06-22,London,265.0,1694951.0,25.945000000000004
696,2020-06-22,North East,288.0,1106358.0,27.175
697,2020-06-22,North West,525.0,2059775.0,24.96
698,2020-06-22,South East,410.0,1592776.0,24.44
699,2020-06-22,South West,1034.0,3293206.0,28.055
700,2020-06-22,West Midlands,273.0,989383.0,32.615
701,2020-06-22,Yorkshire and The Humber,818.0,3437064.0,25.485000000000007
702,2020-06-29,East,1279.0,5634998.0,23.425000000000004
703,2020-06-29,East Midlands,1111.0,4181292.0,27.255000000000003
704,2020-06-29,London,237.0,1695196.0,23.115000000000006
705,2020-06-29,North East,291.0,1106396.0,27.630000000000003
706,2020-06-29,North West,579.0,2059965.0,27.5
707,2020-06-29,South East,371.0,1592842.0,21.855
708,2020-06-29,South West,977.0,3293527.0,26.179999999999996
709,2020-06-29,West Midlands,273.0,989272.0,32.35
710,2020-06-29,Yorkshire and The Humber,853.0,3437260.0,26.53
711,2020-07-06,East,1308.0,5636309.0,23.77
712,2020-07-06,East Midlands,1101.0,4181444.0,27.135
713,2020-07-06,London,248.0,1695484.0,23.040000000000003
714,2020-07-06,North East,292.0,1106351.0,27.53
715,2020-07-06,North West,561.0,2060110.0,26.705000000000002
716,2020-07-06,South East,399.0,1593140.0,23.674999999999997
717,2020-07-06,South West,992.0,3294009.0,26.660000000000004
718,2020-07-06,West Midlands,274.0,989367.0,32.44
719,2020-07-06,Yorkshire and The Humber,855.0,3437437.0,26.435000000000002
720,2020-07-13,East,1349.0,5637004.0,24.650000000000002
721,2020-07-13,East Midlands,1188.0,4181230.0,29.185000000000002
722,2020-07-13,London,255.0,1695893.0,25.000000000000004
723,2020-07-13,North East,292.0,1106441.0,27.724999999999998
724,2020-07-13,North West,586.0,2060261.0,27.895000000000003
725,2020-07-13,South East,432.0,1592837.0,25.475
726,2020-07-13,South West,1018.0,3294170.0,27.385
727,2020-07-13,West Midlands,272.0,989232.0,32.345
728,2020-07-13,Yorkshire and The Humber,873.0,3437850.0,27.115
729,2020-07-20,East,1444.0,5637723.0,26.499999999999996
730,2020-07-20,East Midlands,1121.0,4181314.0,27.260000000000005
731,2020-07-20,London,250.0,1696032.0,23.825
732,2020-07-20,North East,308.0,1106472.0,29.029999999999998
733,2020-07-20,North West,570.0,2062541.0,26.939999999999998
734,2020-07-20,South East,456.0,1592969.0,26.79
735,2020-07-20,South West,1015.0,3294063.0,27.235
736,2020-07-20,West Midlands,261.0,989179.0,30.855000000000004
737,2020-07-20,Yorkshire and The Humber,868.0,3438192.0,26.915000000000003
738,2020-07-27,East,1345.0,5638796.0,24.574999999999996
739,2020-07-27,East Midlands,1111.0,4181167.0,27.325
740,2020-07-27,London,238.0,1696340.0,22.8
741,2020-07-27,North East,306.0,1106539.0,28.875
742,2020-07-27,North West,552.0,2062881.0,26.134999999999998
743,2020-07-27,South East,454.0,1593014.0,26.825
744,2020-07-27,South West,976.0,3294267.0,26.210000000000004
745,2020-07-27,West Midlands,260.0,989019.0,30.790000000000003
746,2020-07-27,Yorkshire and The Humber,888.0,3438484.0,27.724999999999994
747,2020-08-03,East,1294.0,5639468.0,23.464999999999996
748,2020-08-03,East Midlands,1050.0,4181466.0,25.775000000000002
749,2020-08-03,London,234.0,1696214.0,22.599999999999998
750,2020-08-03,North East,303.0,1106583.0,28.630000000000003
751,2020-08-03,North West,591.0,2063104.0,27.955000000000002
752,2020-08-03,South East,450.0,1593066.0,26.684999999999995
753,2020-08-03,South West,959.0,3294568.0,25.790000000000003
754,2020-08-03,West Midlands,257.0,988843.0,30.165000000000003
755,2020-08-03,Yorkshire and The Humber,841.0,3438589.0,25.89
756,2020-08-10,East,1307.0,5640175.0,23.895000000000003
757,2020-08-10,East Midlands,1061.0,4181520.0,26.095000000000002
758,2020-08-10,London,255.0,1696711.0,24.65
759,2020-08-10,North East,335.0,1106604.0,31.52
760,2020-08-10,North West,547.0,2063482.0,25.759999999999998
761,2020-08-10,South East,467.0,1593207.0,27.590000000000003
762,2020-08-10,South West,1014.0,3295026.0,27.15
763,2020-08-10,West Midlands,250.0,988835.0,29.55
764,2020-08-10,Yorkshire and The Humber,837.0,3439093.0,25.81
765,2020-08-17,East,1253.0,5640373.0,22.775000000000002
766,2020-08-17,East Midlands,1169.0,4181611.0,28.785000000000004
767,2020-08-17,London,269.0,1697004.0,26.24
768,2020-08-17,North East,330.0,1106762.0,31.150000000000002
769,2020-08-17,North West,597.0,2063797.0,28.505
770,2020-08-17,South East,457.0,1592980.0,27.225
771,2020-08-17,South West,974.0,3295280.0,26.545000000000005
772,2020-08-17,West Midlands,264.0,988663.0,31.23
773,2020-08-17,Yorkshire and The Humber,870.0,3439529.0,26.984999999999996
774,2020-08-24,East,1409.0,5640889.0,25.770000000000003
775,2020-08-24,East Midlands,1065.0,4181625.0,26.144999999999996
776,2020-08-24,London,263.0,1696179.0,25.090000000000003
777,2020-08-24,North East,298.0,1106779.0,28.169999999999998
778,2020-08-24,North West,583.0,2063954.0,27.645
779,2020-08-24,South East,430.0,1592662.0,25.49
780,2020-08-24,South West,1009.0,3295372.0,27.115
781,2020-08-24,West Midlands,285.0,988555.0,33.965
782,2020-08-24,Yorkshire and The Humber,861.0,3439714.0,26.630000000000003
783,2020-08-31,East,1265.0,5642519.0,23.259999999999998
784,2020-08-31,East Midlands,1056.0,4181294.0,25.790000000000006
785,2020-08-31,London,229.0,1695154.0,21.700000000000003
786,2020-08-31,North East,270.0,1106824.0,25.530000000000005
787,2020-08-31,North West,550.0,2064011.0,26.034999999999997
788,2020-08-31,South East,396.0,1592320.0,23.325000000000003
789,2020-08-31,South West,1020.0,3295466.0,27.34
790,2020-08-31,West Midlands,224.0,988450.0,26.835
791,2020-08-31,Yorkshire and The Humber,784.0,3439865.0,24.21
792,2020-09-07,East,1419.0,5644365.0,25.715
793,2020-09-07,East Midlands,1147.0,4182276.0,28.11
794,2020-09-07,London,288.0,1695399.0,27.625000000000004
795,2020-09-07,North East,316.0,1107063.0,29.590000000000003
796,2020-09-07,North West,586.0,2064473.0,27.690000000000005
797,2020-09-07,South East,395.0,1592503.0,23.62
798,2020-09-07,South West,1053.0,3296586.0,28.330000000000002
799,2020-09-07,West Midlands,270.0,988420.0,32.1
800,2020-09-07,Yorkshire and The Humber,844.0,3440425.0,26.150000000000002
801,2020-09-14,East,1458.0,5644755.0,26.529999999999998
802,2020-09-14,East Midlands,1212.0,4182812.0,29.655
803,2020-09-14,London,275.0,1693896.0,25.415
804,2020-09-14,North East,296.0,1107087.0,28.044999999999998
805,2020-09-14,North West,558.0,2064650.0,26.145
806,2020-09-14,South East,448.0,1592315.0,26.585
807,2020-09-14,South West,1065.0,3297338.0,28.664999999999996
808,2020-09-14,West Midlands,252.0,988165.0,30.24
809,2020-09-14,Yorkshire and The Humber,839.0,3440617.0,26.025000000000002
810,2020-09-21,East,1421.0,5645169.0,25.924999999999997
811,2020-09-21,East Midlands,1220.0,4183931.0,29.915
812,2020-09-21,London,254.0,1695387.0,24.279999999999998
813,2020-09-21,North East,318.0,1107163.0,30.045
814,2020-09-21,North West,567.0,2064745.0,26.590000000000003
815,2020-09-21,South East,444.0,1592581.0,26.185000000000006
816,2020-09-21,South West,1069.0,3298147.0,28.81
817,2020-09-21,West Midlands,236.0,988290.0,28.035
818,2020-09-21,Yorkshire and The Humber,815.0,3440937.0,25.149999999999995
819,2020-09-28,East,1526.0,5645119.0,27.770000000000003
820,2020-09-28,East Midlands,1238.0,4184713.0,30.205
821,2020-09-28,London,276.0,1696868.0,26.825000000000003
822,2020-09-28,North East,346.0,1107930.0,32.5
823,2020-09-28,North West,581.0,2064568.0,27.490000000000002
824,2020-09-28,South East,500.0,1592319.0,29.550000000000004
825,2020-09-28,South West,1147.0,3298437.0,30.740000000000002
826,2020-09-28,West Midlands,282.0,988139.0,33.05
827,2020-09-28,Yorkshire and The Humber,898.0,3440623.0,27.815
828,2020-10-05,East,1552.0,5646262.0,28.240000000000002
829,2020-10-05,East Midlands,1188.0,4188888.0,28.959999999999997
830,2020-10-05,London,316.0,1698772.0,28.894999999999996
831,2020-10-05,North East,320.0,1108046.0,30.240000000000002
832,2020-10-05,North West,657.0,2064840.0,30.87
833,2020-10-05,South East,487.0,1592695.0,28.920000000000005
834,2020-10-05,South West,1133.0,3298895.0,30.32
835,2020-10-05,West Midlands,279.0,988184.0,33.120000000000005
836,2020-10-05,Yorkshire and The Humber,854.0,3440771.0,26.264999999999997
837,2020-10-12,East,1512.0,5647401.0,27.479999999999997
838,2020-10-12,East Midlands,1174.0,4189258.0,28.825000000000003
839,2020-10-12,London,308.0,1699918.0,29.015
840,2020-10-12,North East,304.0,1108176.0,28.415000000000003
841,2020-10-12,North West,599.0,2065425.0,28.505000000000003
842,2020-10-12,South East,438.0,1593239.0,25.75
843,2020-10-12,South West,1076.0,3299373.0,28.810000000000002
844,2020-10-12,West Midlands,276.0,988167.0,32.615
845,2020-10-12,Yorkshire and The Humber,895.0,3441046.0,27.525000000000002
846,2020-10-19,East,1512.0,5648947.0,27.534999999999997
847,2020-10-19,East Midlands,1145.0,4190017.0,27.930000000000003
848,2020-10-19,London,303.0,1700922.0,29.255000000000003
849,2020-10-19,North East,298.0,1108144.0,27.889999999999997
850,2020-10-19,North West,582.0,2067149.0,27.41
851,2020-10-19,South East,485.0,1593514.0,28.76
852,2020-10-19,South West,1005.0,3299877.0,27.015
853,2020-10-19,West Midlands,238.0,988211.0,28.034999999999997
854,2020-10-19,Yorkshire and The Humber,889.0,3441304.0,27.39
855,2020-10-26,East,1426.0,5650835.0,25.895
856,2020-10-26,East Midlands,1108.0,4190558.0,26.93
857,2020-10-26,London,300.0,1702119.0,28.185
858,2020-10-26,North East,272.0,1108218.0,25.875000000000004
859,2020-10-26,North West,554.0,2067216.0,26.205000000000002
860,2020-10-26,South East,422.0,1593902.0,25.17
861,2020-10-26,South West,972.0,3300577.0,26.15
862,2020-10-26,West Midlands,195.0,988307.0,22.935
863,2020-10-26,Yorkshire and The Humber,811.0,3441464.0,25.075
864,2020-11-02,East,1440.0,5651850.0,26.160000000000004
865,2020-11-02,East Midlands,1108.0,4191485.0,26.915000000000003
866,2020-11-02,London,292.0,1703168.0,26.91
867,2020-11-02,North East,263.0,1108268.0,24.584999999999997
868,2020-11-02,North West,565.0,2067283.0,26.525000000000002
869,2020-11-02,South East,474.0,1594132.0,27.875
870,2020-11-02,South West,1088.0,3300991.0,29.080000000000002
871,2020-11-02,West Midlands,207.0,988428.0,24.295
872,2020-11-02,Yorkshire and The Humber,793.0,3441988.0,24.405
873,2020-11-09,East,1460.0,5653231.0,26.565000000000005
874,2020-11-09,East Midlands,1156.0,4192288.0,28.165000000000003
875,2020-11-09,London,318.0,1703955.0,29.795
876,2020-11-09,North East,292.0,1108365.0,27.325
877,2020-11-09,North West,566.0,2067384.0,26.76
878,2020-11-09,South East,450.0,1594059.0,26.65
879,2020-11-09,South West,1063.0,3301637.0,28.275
880,2020-11-09,West Midlands,179.0,988612.0,21.095
881,2020-11-09,Yorkshire and The Humber,744.0,3442469.0,23.045
882,2020-11-16,East,1387.0,5654413.0,25.19
883,2020-11-16,East Midlands,1136.0,4192913.0,27.750000000000004
884,2020-11-16,London,318.0,1704807.0,30.2
885,2020-11-16,North East,288.0,1108368.0,26.965000000000003
886,2020-11-16,North West,621.0,2067503.0,29.045
887,2020-11-16,South East,440.0,1594432.0,25.96
888,2020-11-16,South West,1024.0,3302417.0,27.445000000000004
889,2020-11-16,West Midlands,207.0,988685.0,24.270000000000003
890,2020-11-16,Yorkshire and The Humber,745.0,3442581.0,22.865000000000002
891,2020-11-23,East,1439.0,5655713.0,26.099999999999998
892,2020-11-23,East Midlands,1114.0,4193381.0,27.145000000000003
893,2020-11-23,London,305.0,1705505.0,27.940000000000005
894,2020-11-23,North East,269.0,1108370.0,25.2
895,2020-11-23,North West,596.0,2067324.0,28.055000000000003
896,2020-11-23,South East,464.0,1594513.0,27.334999999999997
897,2020-11-23,South West,1033.0,3303197.0,27.610000000000003
898,2020-11-23,West Midlands,208.0,988602.0,24.41
899,2020-11-23,Yorkshire and The Humber,777.0,3442804.0,23.975
900,2020-11-30,East,1410.0,5656986.0,25.57
901,2020-11-30,East Midlands,1200.0,4193606.0,29.305
902,2020-11-30,London,366.0,1705758.0,34.93
903,2020-11-30,North East,297.0,1108388.0,27.860000000000003
904,2020-11-30,North West,609.0,2067337.0,28.945
905,2020-11-30,South East,488.0,1594850.0,28.695
906,2020-11-30,South West,1086.0,3303875.0,29.080000000000002
907,2020-11-30,West Midlands,229.0,988438.0,26.795
908,2020-11-30,Yorkshire and The Humber,852.0,3442931.0,26.369999999999997
909,2020-12-07,East,1432.0,5657226.0,25.985
910,2020-12-07,East Midlands,1191.0,4194191.0,29.045
911,2020-12-07,London,327.0,1706288.0,31.315
912,2020-12-07,North East,319.0,1108443.0,29.99
913,2020-12-07,North West,690.0,2067606.0,32.440000000000005
914,2020-12-07,South East,456.0,1595156.0,27.07
915,2020-12-07,South West,1078.0,3304393.0,28.900000000000002
916,2020-12-07,West Midlands,222.0,988466.0,26.31
917,2020-12-07,Yorkshire and The Humber,856.0,3443253.0,26.425
918,2020-12-14,East,1328.0,5658021.0,24.175
919,2020-12-14,East Midlands,1126.0,4194829.0,27.56
920,2020-12-14,London,305.0,1707226.0,28.485000000000003
921,2020-12-14,North East,307.0,1108334.0,28.855
922,2020-12-14,North West,622.0,2067670.0,29.435
923,2020-12-14,South East,454.0,1595567.0,27.064999999999998
924,2020-12-14,South West,960.0,3304739.0,25.75
925,2020-12-14,West Midlands,230.0,988347.0,26.820000000000004
926,2020-12-14,Yorkshire and The Humber,836.0,3443450.0,25.935000000000002
927,2020-12-21,East,973.0,5658629.0,17.550000000000004
928,2020-12-21,East Midlands,880.0,4195336.0,21.490000000000002
929,2020-12-21,London,208.0,1708244.0,19.419999999999998
930,2020-12-21,North East,222.0,1108320.0,21.0
931,2020-12-21,North West,472.0,2067879.0,22.345000000000002
932,2020-12-21,South East,340.0,1595659.0,19.819999999999997
933,2020-12-21,South West,772.0,3305644.0,20.610000000000003
934,2020-12-21,West Midlands,153.0,988355.0,18.315
935,2020-12-21,Yorkshire and The Humber,685.0,3443801.0,21.125
936,2020-12-28,East,832.0,5658935.0,15.14
937,2020-12-28,East Midlands,858.0,4195451.0,21.095000000000002
938,2020-12-28,London,136.0,1708707.0,13.165
939,2020-12-28,North East,238.0,1108213.0,22.535
940,2020-12-28,North West,463.0,2067772.0,22.015
941,2020-12-28,South East,264.0,1595684.0,15.620000000000003
942,2020-12-28,South West,758.0,3305941.0,20.12
943,2020-12-28,West Midlands,149.0,988419.0,17.625
944,2020-12-28,Yorkshire and The Humber,651.0,3443824.0,20.220000000000002
