,date,region,respiratory_disease,population,"European Standard population rate per 100,000"
925,2020-12-14,West Midlands,830.0,988112.0,93.79500000000002
926,2020-12-14,Yorkshire and The Humber,3033.0,3417920.0,92.74999999999999
927,2020-12-21,East,2787.0,5645761.0,50.260000000000005
928,2020-12-21,East Midlands,2654.0,4194933.0,64.355
929,2020-12-21,London,718.0,1707681.0,58.870000000000005
930,2020-12-21,North East,627.0,1100380.0,58.595000000000006
931,2020-12-21,North West,1385.0,2067843.0,66.25500000000001
932,2020-12-21,South East,851.0,1583959.0,51.76500000000001
933,2020-12-21,South West,1781.0,3301984.0,50.720000000000006
934,2020-12-21,West Midlands,602.0,988117.0,66.435
935,2020-12-21,Yorkshire and The Humber,2083.0,3418203.0,63.7
936,2020-12-28,East,1273.0,5646044.0,23.035
937,2020-12-28,East Midlands,1270.0,4195038.0,30.779999999999998
938,2020-12-28,London,277.0,1708133.0,22.180000000000003
939,2020-12-28,North East,290.0,1100262.0,26.93
940,2020-12-28,North West,714.0,2067732.0,34.225
941,2020-12-28,South East,369.0,1583973.0,22.735000000000003
942,2020-12-28,South West,932.0,3302257.0,26.855
943,2020-12-28,West Midlands,258.0,988178.0,28.110000000000003
944,2020-12-28,Yorkshire and The Humber,974.0,3418176.0,29.71999999999999
